	id	sentence1	sentence2	similarity
3150	8b21627144e7bc94c949dc80f	His lawyer, Pamela MacKey, said Bryant expects to be completely exonerated.	"""Mr. Bryant is innocent and expects to be completely exonerated,"" Mackey said in a statement."	3.8
6474	18a79d1327e6a85221e6495a7	I've noticed a remarkable difference when I run on the treadmill vs when I run on the road.	A treadmill won't prepare you for the impact of running for real.	3.2
4815	a5bdf4f42907fe632b860a6cd	President for early conclusion of Eco Partnership with Sri Lanka	Pakistan PM for deeper economic ties with Sri Lanka	2.6
2330	d35ae35f940e3173c34567b1e	The primary focus of Systematic Dialectics is syn chronic, not dia chronic.	Thus, Meta - System - atic Dialectic is Diachronico - Synchronic Dialectic.	2.2
609	95fc46945cae86ab104d94637	A boy is playing the piano.	A man is playing a piano.	3.0
3518	b3212df3b9aef91f51ca5124c	north korea has claimed nuclear ambitions and currently north korea is reported to have missiles aimed at japan. 	north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on	4.0
7052	a6e3c0d8f952b4b9fd60fe334	Assad meets with Red Cross officials in Syria	Assad makes Red Cross pledge	2.0
3288	86fb8b0bff2115b3f05e3133e	Im very proud of the citizens of this state, said Gov. John Baldacci, a casino foe.	"""I´m very proud of the citizens of this state,"" Gov. John Baldacci said after votes from Tuesday´s referendum were counted."	3.8
7703	1d7e07489c83a36acea171405	The surfer does a flip off of a wave.	A surfer does a flip on a wave.	4.8
1435	6bef80ab9658b12c8641a2b8d	The young rider takes a ride on the brown horse.	A young female rider on a brown horse.	3.8
3893	23e846bd8c3fb396d5f7bb453	Libyan government retakes Tripoli airport	Libyan militia takes control of Tripoli airport	3.2
2966	97178f3429d7ba1254e50c0e3	Plofsky said the commission won't investigate because the three-year statute of limitations has expired.	The panel will not begin a formal investigation because the statute of limitations has expired, Plofsky said.	4.4
277	0030f61297aa1f7c4450f6513	A man is rowing a boat.	A man is shooting off a gun.	0.85
5397	906a446ccf2dfe36d12b983fd	Tokyo stocks open down 0.24%	Tokyo stocks open up 0.52%	2.8
7151	ced114aea70a7a4735c019c9a	Four killed, scores wounded in clashes across Egypt	Egypt violence: Student killed in clashes at Cairo’s Islamic university	2.2
3511	7311f46d97b94eb4d63c7736b	kadhafi warns that us and britain's failure to compensate libya for nuclear disarmament will deter iran and north korea from disarming. 	western countries' failure to sufficiently compensate libya will deter iran and north korea from disarming.	3.4
8498	f276021ddee0db675e5015320	25 bodies found at raided Algerian gas plant	25 more bodies found at Algerian gas plant	4.4
2247	9ba821065eee1b0fdf6141189	I'm so sorry to hear this Kelly.	I'm so sorry, Kelly.	4.0
8026	fa7a26e34beb5a867ac5801f9	You don't have to know.	You don't have equipments/facilities to do research in B.	0.0
7670	1bda0d18237b367f5a6a887b3	A black and tan dog standing in a field near trees	A white dog is standing by a river shaking himself dry.	1.8
7235	37922af61e755d8b899a7aaa6	Obama, Hollande Hail Transformed US-French Relationship	Hollande arrives for US state visit	1.0
3595	4dd0a16e80f1f005ed63d1fb9	13 kurds from turkey were arrested near paris on suspicion of money-laundering for the kurdistan workers' party (pkk). 	10 kurds are under investigation in france on suspicion of money-laundering for a terrorist organization known as kurdistan workers' party (pkk).	2.6
1818	81f0d3c21fc4ac334f41c95d8	A brown dog jumping into the air to catch a ball.	three young woman jumping into the air to catch a ball.	0.6
8586	bf39614c48cefd4f00c3923d8	'Fast &amp; Furious' star Paul Walker dies in car crash	Paul Walker dead: Fast and Furious star, 40, killed in car crash	4.8
2855	bb94ba68f8eab20a8f3b782ff	"Smith said simply ""Oh, my God,"" in the seconds afterward, according to Weinshall."	"In the seconds after the crash, she added, Captain Smith said simply, ""Oh my God."""	3.75
2931	e15344fa788bbeba2f3eb2495	Her birthday, 21 April, was declared a public holiday and she attended a reception and a ball.	When his grandmother, then-Princess Elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball.	3.2
1775	cbcaf3c3a2893f811e7f37e21	Two people wearing hats sit and look at the camera.	A man wearing a blue shirt makes a grouchy face.	0.0
8078	b2a2ee6ceffa1ddd076beac64	I'm thinking it's a bad idea. 	I think it's a bad idea.	5.0
8009	6cd22c632613a0f2524b69376	I was in a similar situation.	I am in a similar situation.	4.0
208	3ac7c1ed6bece65cf282b007f	A man is running across a high wire.	A man is running on rope.	3.0
6721	6e5b9215da67b7970ca2b80b7	Kyoto, at least does, as described here: JR Kyoto Station.	Coin lockers are a feature of most stations in Japan.	0.4
6253	b187445dd2ed11c7964586d09	There are dogs in the forest.	The dogs are alone in the forest.	4.0
7749	f954aaebd06804020679e2b6d	A person is on a baseball team.	A person is playing basketball on a team.	2.4
1510	d0f654b76f04be4beb7180e71	Man riding a bicycle down a narrow path.	A man riding a unicycle down a paved road	2.6
5499	2933a28de04ac5d482ef2d86e	Palestinian diplomat injured in explosion in Prague	Palestinian ambassador injured in apartment blast	4.0
1812	17329a1170963589eb7a39982	A boy doing a back flip into a swimming pool.	A boy wearing red and blue swim trunks jumping head first into a swimming pool.	2.4
5992	a15ce2e1b064976d28e69ae17	A cat retrieves an object out of a dish of water.	The cat tried to eat the corn on the cob.	0.6
2278	9ba2c9eec819d3d5488e1b81d	Why are Russians in Damascus?	Russians in Damascus!	4.2
8507	d40a362697ee193a348fead49	Internet, phone service restored in Syrian capital	Internet service resumes in Syria	4.2
1411	d1a06859a531171d1093ae085	A person wearing a bike helmet talks on a cell phone.	A person wearing a helmet rides a bike near a white structure.	3.0
927	7e07e4d863dac26279735c739	A cat and a ferret are playing.	A ferret and kitten play together.	4.25
4253	7e85668ed94eab798000ecfa2	Inflation falls to 15-month low: what the analysts say	Inflation falls to 15-month low	4.6
4062	f0d7f7d69c3c61a8fbb2d5f58	8 rockets fired from Gaza into southern Israel; none hurt	Ten rockets from Gaza land in southern Israel; none hurt	3.4
4192	f5e0d86ec37be1edc6b375315	6.1-magnitude quake strikes Indonesia	6.1-magnitude quake hits Papua, Indonesia -- USGS	4.2
6468	02c5deeb4cbef07fa34fb30aa	Yes, you should stretch before running, but not the sit down and reach kind of stretching.	Neuromuscular Activation and Dynamic Stretching Here is an excellent video on a dynamic stretching routine for running.	1.8
7707	c99dc1ef782055ec863395c59	A white dog runs along a rocky shoreline.	A dog jumps over a hurdle.	0.8
7870	f97243c88ac37f0b6bb7f66c1	The dog is chasing the geese.	One dog is chasing the other.	1.6
2139	97bb0ab6df08b1e0af9065a7a	How is this slanted against Bush??	Where is the slant against Bush?	4.4
2652	46362c938f8a3586e9f96cbdb	Security lights have also been installed and police have swept the grounds for booby traps.	Security lights have also been installed on a barn near the front gate.	3.0
335	f2449362e3dde54de1ee4c558	A man is breaking water jugs.	A woman is peeling garlic.	0.2
4250	45854ae1c8484f1b87ddcfa7b	Actor Gazzara dead at 81	Actor Ben Gazzara dies at 81	4.4
7755	c6ffe7e9c75b960436ed6f5a0	A man is performing labor.	A man is performing today.	2.8
2738	01153b645516602b57342e907	"But I would rather be talking about high standards than low standards."""	"""I would rather be talking about positive numbers rather than negative."	2.8
4493	d98400a1df2ae2addc9392207	U.S. Senate sets off gun control debate	U.S. Senate set to vote on gun control bill	3.4
3543	1ea59569d3b948f86128675aa	fan stated the commission is primarily concerned with the term of future investment in taiwan. 	fan stated the commission will ensure the commitments are upheld once the investments are under way.	1.8
7361	33989198086037fc408155b0d	Five men jump into a swimming pool.	A group of swimmers fall into a pool.	2.8
2623	28dee35c2f3f5eb6887053476	The first trial of a suspect in last year's Bali nightclub bombings that killed more than 200 people opened in Indonesia today, Sky News reported.	One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security.	3.75
7914	5c2ec82429f312bd9e5d74191	You just have to base your answer on what you do know, which is what you want.	They can, but the way to do it depends on what you have available.	1.0
5393	05ef69754de5da480013a0abd	Israel agrees to extend Gaza truce by four hours	Israel, Hamas reportedly agree to 12-hour truce	2.6
424	ddc4fa1864054e0d2c1485ef8	An overweight man is skipping rope.	A young man is dancing.	0.8
7380	367d4d32cb776ae18795c5fb0	The man is playing the guitar.	The girl is playing the guitar.	1.6
2765	96eade31bc92cb5442c62f961	South Africa has the world's highest caseload with 4.7 million people infected with HIV or AIDS.	With 4.7 million people infected with HIV or AIDS, South Africa has the world's highest AIDS caseload.	5.0
278	ece5ea2223bc87e4a4aefdafd	A man is swinging from a rope attached to the ceiling.	A man is swinging on a rope.	3.4
3204	12974215420047539644450dd	According to market research from The NPD Group, the number of people downloading music dropped from 14.5 million in April to 10.4 million in June.	The number of households acquiring music fell from a high of 14.5 million in April to 12.7 million in May and 10.4 million in June, according to NPD.	3.5
3298	9185ea6d7077c540c1912e1ed	Also, businesses throughout Utah are volunteering to display Amber alerts on their signs.	Other businesses are volunteering to put the alerts on their electronic signs and billboards.	3.75
8203	458255a1ba5570da1dbe9391c	Downstream at Mount Vernon, the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight, Burke said.	The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.	3.0
4079	73b05f758bb9dcbde37350907	Osama Bin Laden Wives to Be Jailed	Osama Bin Laden movie to be filmed in India	0.8
7566	a8fc50908cb4e838a5d324b02	A girl in a riding hat on a horse.	A girl riding a tan horse.	3.8
4877	bd2fff3adeb4f917ccc595640	two found dead in swimming pool at essex hotel	Man and woman found dead in Essex hotel swimming pool	4.0
3777	aac86d8ce0fbe7ce85d5f115c	Freddie Starr Arrested In Savile Abuse Probe	Third man arrested in Savile sex abuse probe	3.2
7122	24e9802375617f2a5aeffdc0a	Clashes erupt as Islamists push back in Egypt	Coptic priest shot dead in Egypt attack	1.4
2704	fcc37657b76b428252b626567	The trial, featuring 125 witnesses, could continue until the start of 2004.	The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday.	4.5
8558	d0c6ac841a2bb6a1e64c0e5a0	Gov'ts, groups pledge millions for typhoon relief	Canada promises $5-million in typhoon relief	2.4
7264	e48ca1b0ccb04e3bd118f0a0b	A man is playing a guitar.	A man is playing a keyboard.	1.8
2511	712dc94bb3364ecca264604bf	The value will total about $124 million, including convertible securities, according to Corel.	Including convertible securities, the total estimated value of the deal is $124 million, according to Corel.	5.0
6494	04ee3d98b32d2e401b7a0e7fd	Dirt can mean pretty much anything, from good to poor quality soil.	Use coco peat - It's an organic soil derived from coconut husks for garden vegetables and plants which is Eco-friendly.	1.0
929	3906d51c80319155d75b00ab8	A woman is putting on makeup.	A band is singing.	0.0
1792	e46f0ae3204b1e121af597c1c	a man walks two dogs on leashes down the street	A man walks two dogs in the city.	4.2
4361	ed730e583b0127b5a45bfb41b	Palestinians clash with Israeli forces in West Bank, Jerusalem	Palestinians clash with security forces in W. Bank	4.2
5213	18044374f522b792d8ea1a7a9	Egypt votes on new constitution	Egyptians Voting on New Constitution	5.0
330	8b109e437e67d734b08b9a3ea	A woman is resting in a floating raft.	A woman relaxes in an inner tube.	3.8
718	0d6e9de648aa8b664395f94a0	A man is peeling potato.	A man is playing a guitar.	0.4
7944	f12d1018c0a1726dca04e4a51	The best thing you can do is to know your stuff.	My recommendation is not to say anything, and do the best you can.	0.0
5199	f569c8324cb3fe4937c838167	Pregnant Sudan woman who married a Christian man sentenced to death for 'apostasy'	Sudan frees Christian woman sentenced to death for apostasy	2.8
369	3525450aa3891c66be7aa93c3	The woman is waterskiing.	A woman is wake boarding on a lake.	1.75
6508	5fb39579c88d4046bb59cf800	These are tickets to the archaeological sites of Epidaurus (which includes the still in use theatre) and Mycenae.	I guess those are greek tickets (εισιτηριον) for excavation sites or museums.	2.6
3236	6c61bec1f3e5bd8236f6debc8	Colgate shares closed Monday at $56.30 on the New York Stock Exchange.	Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.	2.4
4892	5e6a16a917c13bbcecaf2b39e	Voting canceled in three provinces in tense Thai election	Cambodian opposition rejects Hun Sen election win	0.0
3802	7c97d68c125db8870bd50bd92	US, allies to set demands for Iran nuclear talks	'Iran won't accept pre-conditions to nuclear talks'	1.6
1706	0999d6ffbd12fcba087ace75d	A climber is standing on the rock face next to the pink rope.	The children are running in the snow with fences in the background.	0.0
